236,370,295,368,297,393,237,395,0.95806265
364,348,414,347,415,369,365,370,0.9021093
389,371,434,370,434,391,389,392,0.84195703
330,352,361,353,360,368,329,367,0.79563355
329,370,388,372,386,391,327,389,0.75148666
231,347,329,349,327,369,229,367,0.2314957
420,351,493,352,493,369,419,367,0.16909154
301,371,325,371,325,390,301,389,0.121183716
