298,369,439,370,437,393,296,392,0.99522203
307,341,417,343,417,365,306,363,0.9755162
258,343,301,343,301,363,259,364,0.914627
184,337,256,339,255,364,184,362,0.80262476
456,345,500,345,499,365,455,365,0.7464127
196,374,256,373,257,393,197,394,0.66788536
260,375,290,375,290,391,260,391,0.5833551
423,343,453,343,452,364,422,364,0.30187678
142,342,180,341,180,361,142,362,0.126136
